Pair: H3K27me3_H3K27ac
Median R2: E085 - 0.0003324130565421912
Max R2: E059 - 0.09021497105742071
Min R2: E016 - 1.1802960497853121e-08
All R2 values:
E129 - 0.0005412331981896612
E119 - 6.202354814244249e-05
E109 - 0.001222016428499284
E084 - 7.653922364925236e-05
E093 - 0.00019718849000271987
E094 - 0.012042570046072343
E118 - 0.006350366975017563
E108 - 0.00017927276735585362
E128 - 0.00023293845901739552
E085 - 0.0003324130565421912
E092 - 0.002423411439329559
E095 - 0.00014285496268162667
E007 - 0.023411082000842964
E017 - 0.00021316635370494108
E098 - 0.0046139525053555674
E037 - 3.986635426167506e-05
E020 - 9.02401802360675e-06
E105 - 0.0001838132515789015
E112 - 0.0019332307887027778
E040 - 0.00013401198539919612
E102 - 0.0012913596055784682
E115 - 0.00029892654089813675
E047 - 1.8881830081807216e-05
E050 - 6.007545240493961e-05
E125 - 0.0002539148367214361
E067 - 0.0004060669342949019
E122 - 0.00029424971607483474
E026 - 0.0009221524984757146
E099 - 0.013128314397275687
E021 - 0.0107675862940525
E089 - 0.0002453864567915076
E011 - 4.249919276244629e-05
E006 - 0.0007131425371714739
E016 - 1.1802960497853121e-08
E124 - 6.816319453539776e-05
E061 - 0.004755986761389774
E076 - 0.0022239446060758894
E123 - 0.00011139418942640589
E066 - 0.0008460891269899129
E071 - 0.0012812748325269352
E041 - 0.00047486047255917985
E056 - 0.007764968916287307
E104 - 0.0010996605354958167
E113 - 0.00027392126298309005
E046 - 5.611305642228004e-05
E103 - 0.0033519183024700583
E114 - 0.00029474982971200436
E034 - 4.137156812966669e-05
E014 - 1.4747510780344086e-06
E003 - 0.00033766664698864357
E013 - 0.00014659164642161215
E004 - 0.00068313660192032
E073 - 0.003301142148408931
E121 - 0.0009360109525275995
E063 - 2.0683108684971252e-05
E074 - 0.00040126954959407435
E126 - 0.0003413543875981917
E101 - 0.0021642210233123738
E116 - 0.0004988922562608744
E044 - 0.00015173969378190488
E106 - 0.006688442491940894
E111 - 0.0107727346248635
E043 - 2.876617466340825e-05
E015 - 3.2616347400704626e-06
E012 - 3.6366144903432485e-05
E005 - 0.004890552621189537
E022 - 0.010702753651279262
E032 - 6.468005963833345e-05
E045 - 3.824604569890866e-05
E100 - 0.0002707791860737663
E117 - 5.944693343817864e-05
E042 - 0.0003281325071157193
E055 - 0.004160618386787718
E120 - 0.0007672012297061936
E065 - 1.1723542067132442e-06
E072 - 0.0009974662124467848
E127 - 0.0001102410329395509
E062 - 0.006401553881757449
E075 - 0.0027796409813294343
E058 - 0.0014282844674822215
E048 - 2.222964314935183e-05
E078 - 0.0016117748510007246
E068 - 0.0004906126487765894
E008 - 0.010529312411624803
E080 - 4.208950842166104e-05
E097 - 1.2150068051663965e-07
E087 - 3.321920368781761e-07
E090 - 0.0003060922060228455
E038 - 4.2839911890135696e-06
E079 - 0.0013089149767936403
E069 - 0.0005039958833690239
E059 - 0.09021497105742071
E049 - 0.0007863368583840291
E029 - 3.765192705906806e-05
E096 - 0.00014978660761111318
E039 - 0.00014673036607282253
E091 - 0.0024101342729474506
E019 - 7.585916862673514e-06
