Pair: H3K4me3_H3K9ac
Median R2: E019 - 0.6262998669174136
Max R2: E086 - 0.894812616672214
Min R2: E002 - 0.11952015504683478
All R2 values:
E019 - 0.6262998669174136
E069 - 0.684739588324886
E119 - 0.5292979822465306
E016 - 0.600663899961466
E121 - 0.4487692645985297
E066 - 0.5314574614132469
E116 - 0.49286967836646156
E005 - 0.12780064471979524
E075 - 0.6706389663085186
E087 - 0.4397246992477548
E015 - 0.5705091283253854
E052 - 0.655047783400411
E122 - 0.5557098409436072
E115 - 0.7690703435025961
E088 - 0.5842937915061379
E006 - 0.3673525405696
E076 - 0.4798986022218852
E128 - 0.5168806125145462
E027 - 0.3054996107696445
E110 - 0.517333468148065
E127 - 0.6834776658573356
E103 - 0.3947629499057159
E073 - 0.6541877318133875
E003 - 0.5822664751053214
E038 - 0.3732996495709967
E063 - 0.6604483814653628
E124 - 0.47474221276567885
E047 - 0.3100178527545241
E118 - 0.7079688882422454
E068 - 0.6357768597983576
E018 - 0.44787711324893464
E074 - 0.6366154998974226
E004 - 0.7103401830125589
E117 - 0.7376861318451369
E067 - 0.6357389363794428
E020 - 0.6996855064020888
E017 - 0.6938259879770208
E120 - 0.3352476069924676
E108 - 0.6939620441481658
E008 - 0.5678529655361888
E086 - 0.894812616672214
E107 - 0.7368360606980651
E077 - 0.6772530905108278
E007 - 0.3776013003316274
E114 - 0.704480578651119
E023 - 0.723169926369293
E014 - 0.45538944524253433
E123 - 0.7397493069645347
E083 - 0.16931406303747765
E002 - 0.11952015504683478
E072 - 0.6764292752543133
E102 - 0.689403465585321
E126 - 0.5116810532142484
E011 - 0.44437806747436204
E026 - 0.5954058120748833
E111 - 0.5502195692676684
E049 - 0.7441176180240113
E001 - 0.7138568719572624
E101 - 0.6491280167315724
E125 - 0.7482223858616853
E025 - 0.6627004947851372
E062 - 0.6493417119855014
