Pair: H3K9ac_H3K4me3
Median R2: E019 - 0.6262998669174138
Max R2: E086 - 0.894812616672214
Min R2: E002 - 0.11952015504683466
All R2 values:
E011 - 0.4443780674743616
E062 - 0.6493417119855014
E008 - 0.5678529655361884
E121 - 0.44876926459852984
E069 - 0.6847395883248861
E003 - 0.5822664751053216
E117 - 0.7376861318451371
E027 - 0.3054996107696446
E108 - 0.693962044148166
E103 - 0.3947629499057158
E086 - 0.894812616672214
E038 - 0.3732996495709969
E052 - 0.6550477834004109
E111 - 0.5502195692676681
E127 - 0.6834776658573354
E005 - 0.12780064471979447
E017 - 0.6938259879770208
E076 - 0.47989860222188463
E063 - 0.6604483814653626
E002 - 0.11952015504683466
E120 - 0.33524760699246714
E068 - 0.6357768597983575
E116 - 0.4928696783664618
E026 - 0.5954058120748832
E047 - 0.31001785275452365
E020 - 0.6996855064020888
E102 - 0.6894034655853211
E087 - 0.4397246992477548
E110 - 0.5173334681480649
E004 - 0.7103401830125589
E126 - 0.5116810532142486
E016 - 0.6006638999614653
E077 - 0.6772530905108278
E018 - 0.4478771132489342
E072 - 0.6764292752543133
E123 - 0.7397493069645347
E001 - 0.7138568719572627
E128 - 0.516880612514546
E115 - 0.7690703435025963
E107 - 0.7368360606980653
E025 - 0.662700494785137
E049 - 0.7441176180240117
E101 - 0.6491280167315727
E023 - 0.723169926369293
E118 - 0.7079688882422452
E066 - 0.5314574614132466
E125 - 0.7482223858616853
E007 - 0.3776013003316274
E074 - 0.6366154998974226
E015 - 0.5705091283253859
E073 - 0.6541877318133873
E019 - 0.6262998669174138
E122 - 0.5557098409436072
E114 - 0.7044805786511188
E088 - 0.5842937915061379
E083 - 0.16931406303747798
E119 - 0.5292979822465307
E067 - 0.635738936379443
E006 - 0.3673525405696
E124 - 0.47474221276567874
E075 - 0.6706389663085187
E014 - 0.4553894452425342
