Pair: H3K9ac_H3K27ac
Median R2: E038 - 0.40518971301755313
Max R2: E123 - 0.6689639106844749
Min R2: E006 - 0.03894211454677865
All R2 values:
E011 - 0.09036114315924149
E062 - 0.46081630707622767
E008 - 0.16669053599304529
E121 - 0.5977530258133912
E069 - 0.3621001748335245
E003 - 0.2596577552550483
E117 - 0.6117168096351555
E108 - 0.49304820711287656
E103 - 0.22630539343751743
E038 - 0.40518971301755313
E111 - 0.5154338591238827
E127 - 0.5056144189208222
E005 - 0.070427914446617
E017 - 0.5158294730380418
E076 - 0.37308363947909307
E063 - 0.4417513547030518
E120 - 0.4772528184386262
E068 - 0.41764287847302406
E116 - 0.5722520461018882
E026 - 0.29498518973420507
E047 - 0.2131585356373148
E020 - 0.38441048631767105
E102 - 0.5353999720511557
E087 - 0.31805457608259446
E004 - 0.282593336796093
E126 - 0.4411819063492589
E016 - 0.32263157270802
E072 - 0.3187086689115388
E123 - 0.6689639106844749
E128 - 0.47344323732087756
E115 - 0.39009531731707214
E049 - 0.24171577464285343
E101 - 0.4767486077120019
E118 - 0.4371361771514509
E066 - 0.41921567619999545
E125 - 0.45327554912972245
E007 - 0.09720481366539024
E074 - 0.3568438920520769
E015 - 0.39544199659605594
E073 - 0.44943002954225586
E019 - 0.3503285243618428
E122 - 0.492125746253256
E114 - 0.6041642972126503
E119 - 0.4557826263627759
E067 - 0.3704120838895155
E006 - 0.03894211454677865
E124 - 0.4019960615922338
E075 - 0.4608806468435025
E014 - 0.3402104321446102
