Pair: H3K4me1_H3K9ac
Median R2: E122 - 0.04207898283510636
Max R2: E062 - 0.3533438113614428
Min R2: E001 - 0.0020593799987533856
All R2 values:
E108 - 0.04732233619197446
E086 - 0.01797395912860622
E008 - 0.023941140008547634
E107 - 0.051019881415928836
E077 - 0.0992931947660034
E007 - 0.05018135170582616
E114 - 0.04688565151288826
E023 - 0.04382700393027095
E014 - 0.01879513967297186
E123 - 0.01719928131841475
E118 - 0.021990451892669793
E068 - 0.09131224027686513
E018 - 0.025154068266603713
E074 - 0.10639781233310719
E004 - 0.011510491281773283
E117 - 0.022510420215081983
E067 - 0.10384685086010337
E020 - 0.027831312182127643
E017 - 0.041146540803253084
E120 - 0.049215218345207146
E049 - 0.03715410398341801
E001 - 0.0020593799987533856
E101 - 0.07420228295728881
E125 - 0.06905709630760115
E025 - 0.026189742657172
E062 - 0.3533438113614428
E083 - 0.04902065126021293
E002 - 0.014508329174900081
E072 - 0.09470680249581287
E102 - 0.05749421433269408
E126 - 0.019117865251914945
E011 - 0.009648540336699263
E026 - 0.039837305512037346
E111 - 0.09598471147030962
E087 - 0.003992914958417471
E015 - 0.014605526434478211
E052 - 0.08664029293739883
E122 - 0.04207898283510636
E115 - 0.048721322257355926
E006 - 0.018253653686370663
E088 - 0.052258095926217885
E076 - 0.09474147639568997
E019 - 0.011220193213930085
E069 - 0.09560820056235309
E119 - 0.03844155984080633
E016 - 0.008466172356102697
E121 - 0.10954497898771043
E066 - 0.06409916938740501
E116 - 0.03201298286154908
E005 - 0.04943981131212649
E075 - 0.0912476674905297
E038 - 0.017410378375372515
E063 - 0.10354493293449674
E124 - 0.016257844996591997
E047 - 0.009746040442756287
E128 - 0.01143224405608445
E027 - 0.061692676549519154
E110 - 0.0338534687918286
E127 - 0.03538316719550638
E103 - 0.042893741054827794
E073 - 0.09609703659112057
E003 - 0.015168882758311408
