Pair: H3K4me3_DNase
Median R2: E059 - 0.026571008723935807
Max R2: E034 - 0.11545892038592964
Min R2: E005 - 0.004389090700311127
All R2 values:
E084 - 0.030076345618351152
E097 - 0.02651010913869878
E119 - 0.01481468746548309
E098 - 0.014713908202303672
E121 - 0.03178721485186431
E051 - 0.03503807353891364
E116 - 0.058222977167048384
E021 - 0.015447526129849232
E005 - 0.004389090700311127
E032 - 0.10822666891924748
E109 - 0.0240025286881691
E094 - 0.011554396833208802
E122 - 0.015063356189109478
E022 - 0.01626160966622281
E088 - 0.042516757744283096
E006 - 0.015414775203331121
E082 - 0.02903582860043541
E028 - 0.00830656242508998
E091 - 0.033492180227113755
E128 - 0.004825394658158011
E127 - 0.009892324560682342
E057 - 0.010528163485215236
E034 - 0.11545892038592964
E003 - 0.01946876812304188
E081 - 0.007026146613389628
E092 - 0.08684586522618365
E124 - 0.03294615124855005
E100 - 0.029545595477096454
E118 - 0.08091310129337315
E085 - 0.03284774553468317
E033 - 0.047640389943286676
E004 - 0.018131429355665363
E117 - 0.01872535664970365
E017 - 0.009577232142752967
E050 - 0.04485849234511363
E120 - 0.004769364839894541
E008 - 0.04212606691736165
E086 - 0.023883519046574264
E007 - 0.05186990121983637
E089 - 0.06596270437713503
E114 - 0.016094949256494906
E123 - 0.04372808381572335
E059 - 0.026571008723935807
E090 - 0.06315613819216481
E029 - 0.015122130361302277
E083 - 0.04587986456343507
E056 - 0.024604421578163005
E126 - 0.009714194486059147
E093 - 0.06953203546978881
E080 - 0.03700758481585831
E046 - 0.07315346912558374
E125 - 0.01032535683159641
E055 - 0.036277423948274046
