Pair: H3K9me3_H3K4me3
Median R2: E027 - 0.00030726667511049577
Max R2: E083 - 0.08051233934187663
Min R2: E128 - 4.1153614727118537e-07
All R2 values:
E003 - 8.895140824471959e-06
E044 - 9.267320962780268e-05
E073 - 0.001369401313218166
E103 - 0.0006223257462992793
E034 - 1.3585254008185998e-05
E057 - 8.549929805812262e-06
E127 - 2.0103182433728328e-05
E010 - 0.0003541251676294488
E027 - 0.00030726667511049577
E110 - 0.020239954931102422
E058 - 2.3692352837278996e-05
E128 - 4.1153614727118537e-07
E091 - 0.00010189754548328711
E028 - 0.00044596610048852625
E082 - 6.077246147617732e-05
E047 - 2.9160423856366968e-05
E100 - 3.705263541431414e-06
E070 - 7.6106348636528764e-06
E037 - 0.00431408134228628
E124 - 0.000665017338993934
E054 - 4.9095399414555985e-05
E013 - 0.0001170526898648383
E024 - 0.0006861227894765509
E063 - 0.0021097666724543274
E113 - 0.03898735138750775
E092 - 5.187638432158082e-07
E048 - 0.0073232604863681106
E081 - 0.06984139630830655
E038 - 0.00227381232807633
E032 - 9.80074935708064e-05
E075 - 0.0019941987956335616
E105 - 2.9942104695757088e-05
E042 - 0.00044017408120200496
E005 - 0.0029921144999561777
E116 - 0.0017511385343658148
E066 - 0.0038579819030549745
E021 - 9.843368297302035e-05
E016 - 0.0006519636725492717
E051 - 0.0001757511736885098
E121 - 1.6231123581067486e-05
E098 - 0.0013652818717636572
E119 - 3.9117695164070376e-05
E069 - 0.0009298609888340748
E019 - 0.001964484778816278
E097 - 0.0003199621907170602
E084 - 8.668806480305324e-05
E031 - 0.0022449972428034703
E106 - 0.0037907400100750666
E076 - 0.007905648159346912
E041 - 0.00016959016093465173
E006 - 9.152864903860802e-05
E088 - 0.008127660385433222
E065 - 0.0001863274182766217
E115 - 7.864760689479944e-06
E022 - 0.003936951977451142
E015 - 0.0005378919349492417
E122 - 0.00040317781760124127
E052 - 6.531537434906198e-06
E094 - 0.018217999259387052
E109 - 0.013753580000323895
E079 - 0.0009594854866865621
E009 - 0.00010411919345354459
E087 - 0.00019717894405490988
E026 - 7.664985588762274e-05
E061 - 1.8127790968325286e-06
E111 - 6.115342420232039e-07
E126 - 0.0004303063579998989
E056 - 4.235928494300545e-06
E011 - 0.018882262457169396
E102 - 0.00013009215476345037
E072 - 0.0007207945458543863
E035 - 3.833686060883412e-05
E002 - 0.003930824676643518
E045 - 0.0004661264439049795
E083 - 0.08051233934187663
E029 - 5.439686195540805e-05
E090 - 9.160513034101037e-05
E129 - 0.00032547519757175625
E059 - 0.00034147084313518317
E025 - 2.404629769980904e-05
E112 - 0.0013433406101236445
E062 - 4.425056145951345e-07
E055 - 1.1371370462143204e-05
E125 - 0.0001297148377967794
E012 - 0.00021409002846473069
E071 - 0.00026806376029020473
E101 - 8.382837603071458e-06
E036 - 0.0012682808346715646
E001 - 0.003700688760082116
E046 - 5.2087281177115585e-05
E039 - 0.00020328412290626652
E080 - 3.6230421027738657e-06
E049 - 0.00021089862406542537
E093 - 0.0008188907829481673
E099 - 0.0011027160720217255
E017 - 0.0003012925960668156
E120 - 0.0002953480868169711
E050 - 1.312117846485883e-06
E067 - 0.0011218026856102403
E117 - 0.0002418861650527182
E020 - 0.0016669335522530027
E043 - 0.00017313755287651222
E004 - 0.005827128799924086
E033 - 0.0005646419734216535
E104 - 0.00018641255089557607
E074 - 0.005883141217049914
E085 - 6.798780060934817e-06
E096 - 0.005099936737636646
E018 - 0.0011818859227425982
E068 - 0.00045178446260940586
E118 - 0.0009873224509618916
E014 - 0.0035609513354735167
E053 - 1.9428616940375676e-05
E123 - 0.00015585209275370548
E114 - 9.876635426619984e-06
E023 - 2.555396724668313e-06
E089 - 7.460477514886765e-05
E040 - 0.007272668162483509
E007 - 0.0055232402617104714
E030 - 0.0002434951767809057
E077 - 0.0035288060155982404
E107 - 0.0037758454203639102
E086 - 0.000990366948138366
E008 - 0.0002876503243363082
E078 - 0.005400404145683879
E108 - 0.00036630729491626823
E095 - 4.1149260838313495e-05
