Pair: H3K27ac_H3K27me3
Median R2: E085 - 0.0003324130565416361
Max R2: E059 - 0.09021497105742105
Min R2: E016 - 1.1802960275808516e-08
All R2 values:
E123 - 0.00011139418942718304
E014 - 1.4747510773682748e-06
E114 - 0.0002947498297106721
E089 - 0.0002453864567923958
E007 - 0.023411082000843297
E040 - 0.00013401198539930714
E008 - 0.010529312411624137
E078 - 0.0016117748509996144
E108 - 0.00017927276735729691
E095 - 0.00014285496268162667
E099 - 0.013128314397275576
E120 - 0.000767201229707748
E050 - 6.007545240449552e-05
E017 - 0.00021316635370471904
E020 - 9.024018022829594e-06
E067 - 0.0004060669342942358
E117 - 5.944693343773455e-05
E004 - 0.000683136601920431
E043 - 2.8766174663075184e-05
E104 - 0.0010996605354949285
E074 - 0.0004012695495937413
E085 - 0.0003324130565416361
E096 - 0.0001497866076106691
E068 - 0.0004906126487773665
E118 - 0.006350366975017674
E112 - 0.0019332307887028888
E062 - 0.006401553881757227
E012 - 3.636614490376555e-05
E055 - 0.00416061838678794
E125 - 0.0002539148367224353
E071 - 0.0012812748325268242
E101 - 0.00216422102331304
E046 - 5.611305642272413e-05
E039 - 0.0001467303660717123
E080 - 4.208950842121695e-05
E049 - 0.0007863368583839181
E093 - 0.0001971884900028309
E061 - 0.004755986761388997
E111 - 0.010772734624862834
E026 - 0.0009221524984752705
E011 - 4.24991927600038e-05
E126 - 0.0003413543875986358
E056 - 0.007764968916287085
E102 - 0.0012913596055788013
E072 - 0.0009974662124457856
E045 - 3.824604569935275e-05
E029 - 3.7651927058957035e-05
E090 - 0.0003060922060228455
E129 - 0.0005412331981891061
E059 - 0.09021497105742105
E106 - 0.0066884424919403385
E076 - 0.002223944606074779
E006 - 0.0007131425371711408
E041 - 0.0004748604725588468
E022 - 0.010702753651278374
E065 - 1.1723542066022219e-06
E115 - 0.0002989265408998021
E122 - 0.00029424971607394657
E015 - 3.261634739071262e-06
E094 - 0.01204257004607201
E109 - 0.001222016428498729
E079 - 0.0013089149767936403
E087 - 3.3219203776635453e-07
E075 - 0.0027796409813296563
E105 - 0.00018381325157834638
E032 - 6.468005963933265e-05
E005 - 0.004890552621189537
E042 - 0.00032813250711560826
E021 - 0.01076758629405239
E116 - 0.0004988922562605413
E066 - 0.0008460891269896909
E121 - 0.0009360109525275995
E016 - 1.1802960275808516e-08
E098 - 0.004613952505356456
E119 - 6.20235481419984e-05
E069 - 0.0005039958833681357
E019 - 7.5859168632286256e-06
E097 - 1.2150067996152814e-07
E084 - 7.653922364980748e-05
E047 - 1.888183008147415e-05
E037 - 3.9866354261341996e-05
E100 - 0.00027077918607465445
E013 - 0.00014659164642116806
E124 - 6.816319453484265e-05
E063 - 2.068310868541534e-05
E113 - 0.0002739212629832011
E092 - 0.002423411439329559
E048 - 2.222964314890774e-05
E038 - 4.283991188791525e-06
E044 - 0.00015173969378334817
E003 - 0.00033766664698864357
E034 - 4.137156812966669e-05
E073 - 0.003301142148409264
E103 - 0.0033519183024715016
E127 - 0.00011024103294066112
E058 - 0.0014282844674814443
E128 - 0.0002329384590168404
E091 - 0.0024101342729470066
