Pair: DNase_H3K27ac
Median R2: E125 - 0.04746608642777639
Max R2: E034 - 0.11709752153124775
Min R2: E021 - 0.0022502561294692747
All R2 values:
E128 - 0.028296454625019396
E008 - 0.019603173467541257
E005 - 0.023713811375700056
E100 - 0.04709572758808622
E125 - 0.04746608642777639
E090 - 0.11188778735866323
E092 - 0.11304138644592909
E022 - 0.029777415847864863
E127 - 0.03339677753686743
E007 - 0.040441079425560966
E004 - 0.04251075561374873
E091 - 0.04659029294857797
E124 - 0.07468198139970583
E080 - 0.04006267243473227
E021 - 0.0022502561294692747
E126 - 0.03842894647161699
E050 - 0.05115456828919329
E032 - 0.11587679687302521
E093 - 0.08493864501648885
E006 - 0.03703279411502458
E017 - 0.020385912685556007
E119 - 0.03847129199320942
E098 - 0.043714549087988996
E089 - 0.08334024290919406
E056 - 0.054504102346131234
E034 - 0.11709752153124775
E084 - 0.0839316568953763
E120 - 0.053002453938130745
E114 - 0.05708643696633342
E116 - 0.1088083403986283
E122 - 0.061733036464198365
E097 - 0.04521552982575039
E059 - 0.06332825133231623
E109 - 0.038156916566085664
E118 - 0.038749632777383525
E029 - 0.04536943236432611
E121 - 0.08224397337816103
E046 - 0.08448025293917738
E085 - 0.06500793698748775
E094 - 0.033084848577378034
E117 - 0.07469558608204296
E003 - 0.016136997830666355
E055 - 0.06016845284281236
E123 - 0.06265949440402008
