Pair: DNase_H3K9me3
Median R2: E046 - 0.003388466242683963
Max R2: E093 - 0.07367673063594893
Min R2: E088 - 5.671250147276652e-08
All R2 values:
E128 - 0.00013453293592835536
E008 - 0.022697603835410196
E005 - 0.01543595765877448
E100 - 0.011268055057314208
E081 - 0.009541808462920964
E125 - 0.011883511415950787
E090 - 0.0036949292098653608
E051 - 0.01046307479207742
E033 - 0.0001309855454167952
E092 - 0.016995329349615118
E022 - 0.022141229870127566
E083 - 0.0018589490106507567
E127 - 0.003627869158799868
E007 - 0.011560595488541048
E004 - 0.00147585222087665
E091 - 0.00931156787810683
E124 - 0.0013806119114975202
E080 - 0.009626037229606643
E021 - 0.000574798005884336
E126 - 0.0013111132700001082
E082 - 0.006604877304462131
E050 - 0.021862915140821282
E032 - 0.001786330206547504
E093 - 0.07367673063594893
E006 - 6.036955065424898e-05
E017 - 0.0009346151102045397
E119 - 0.002042334736057083
E098 - 0.02905372260893413
E028 - 0.00015099618741087895
E089 - 0.00020856162473725792
E056 - 0.000361641587593553
E034 - 0.0016059945875493975
E084 - 0.023126655645880123
E120 - 0.0008823588553327211
E114 - 4.399339458383e-05
E116 - 0.0019820996541967117
E086 - 0.00031571352568238176
E122 - 0.0006540261171855688
E097 - 0.01615058811113934
E059 - 0.00805708621334833
E109 - 0.07120530977043193
E118 - 0.00010543304711074786
E029 - 0.0014299807608285642
E088 - 5.671250147276652e-08
E121 - 2.7237026473891923e-05
E046 - 0.003388466242683963
E085 - 0.016870921671546246
E057 - 0.003565133255329256
E094 - 0.054991632293769466
E117 - 0.000982355493455489
E003 - 0.006375644242751277
E055 - 0.0036413465573625903
E123 - 0.0003902907354635943
